cnty_fips,display_name,,Urban-Rural Status,,,,,,
5139,"""Union, (AR)""",,Rural,,,,,,
5141,"""Van Buren, (AR)""",,Rural,,,,,,
5145,"""White, (AR)""",,Rural,,,,,,
5147,"""Woodruff, (AR)""",,Rural,,,,,,
5149,"""Yell, (AR)""",,Rural,,,,,,
17003,"""Alexander, (IL)""",,Small City,,,,,,
17055,"""Franklin, (IL)""",,Rural,,,,,,
17059,"""Gallatin, (IL)""",,Rural,,,,,,
17065,"""Hamilton, (IL)""",,Rural,,,,,,
17069,"""Hardin, (IL)""",,Rural,,,,,,
17077,"""Jackson, (IL)""",,Small City,,,,,,
17081,"""Jefferson, (IL)""",,Rural,,,,,,
17087,"""Johnson, (IL)""",,Rural,,,,,,
17127,"""Massac, (IL)""",,Rural,,,,,,
17133,"""Monroe, (IL)""",,Suburban,,,,,,
17145,"""Perry, (IL)""",,Rural,,,,,,
17151,"""Pope, (IL)""",,Rural,,,,,,
17153,"""Pulaski, (IL)""",,Rural,,,,,,
17157,"""Randolph, (IL)""",,Rural,,,,,,
17165,"""Saline, (IL)""",,Rural,,,,,,
17181,"""Union, (IL)""",,Rural,,,,,,
17189,"""Washington, (IL)""",,Rural,,,,,,
17193,"""White, (IL)""",,Rural,,,,,,
17199,"""Williamson, (IL)""",,Small City,,,,,,
18051,"""Gibson, (IN)""",,Rural,,,,,,
18129,"""Posey, (IN)""",,Small City,,,,,,
18163,"""Vanderburgh, (IN)""",,Small City,,,,,,
18173,"""Warrick, (IN)""",,Small City,,,,,,
21007,"""Ballard, (KY)""",,Rural,,,,,,
21033,"""Caldwell, (KY)""",,Rural,,,,,,
21035,"""Calloway, (KY)""",,Rural,,,,,,
21039,"""Carlisle, (KY)""",,Rural,,,,,,
21047,"""Christian, (KY)""",,Small City,,,,,,
21055,"""Crittenden, (KY)""",,Rural,,,,,,
21075,"""Fulton, (KY)""",,Rural,,,,,,
21083,"""Graves, (KY)""",,Rural,,,,,,
21101,"""Henderson, (KY)""",,Small City,,,,,,
21105,"""Hickman, (KY)""",,Rural,,,,,,
21107,"""Hopkins, (KY)""",,Rural,,,,,,
21139,"""Livingston, (KY)""",,Rural,,,,,,
21143,"""Lyon, (KY)""",,Rural,,,,,,
21145,"""McCracken, (KY)""",,Rural,,,,,,
21149,"""McLean, (KY)""",,Small City,,,,,,
21157,"""Marshall, (KY)""",,Rural,,,,,,
21219,"""Todd, (KY)""",,Rural,,,,,,
21221,"""Trigg, (KY)""",,Small City,,,,,,
21225,"""Union, (KY)""",,Rural,,,,,,
21233,"""Webster, (KY)""",,Rural,,,,,,
22013,"""Bienville, (LA)""",,Rural,,,,,,
22015,"""Bossier, (LA)""",,Small City,,,,,,
22027,"""Claiborne, (LA)""",,Rural,,,,,,
22035,"""East Carroll, (LA)""",,Rural,,,,,,
22041,"""Franklin, (LA)""",,Rural,,,,,,
22049,"""Jackson, (LA)""",,Rural,,,,,,
22061,"""Lincoln, (LA)""",,Rural,,,,,,
22065,"""Madison, (LA)""",,Rural,,,,,,
22067,"""Morehouse, (LA)""",,Rural,,,,,,
22073,"""Ouachita, (LA)""",,Small City,,,,,,
22083,"""Richland, (LA)""",,Rural,,,,,,
22111,"""Union, (LA)""",,Small City,,,,,,
22119,"""Webster, (LA)""",,Small City,,,,,,
22123,"""West Carroll, (LA)""",,Rural,,,,,,
28003,"""Alcorn, (MS)""",,Rural,,,,,,
28007,"""Attala, (MS)""",,Rural,,,,,,
28009,"""Benton, (MS)""",,Suburban,,,,,,
28011,"""Bolivar, (MS)""",,Rural,,,,,,
28013,"""Calhoun, (MS)""",,Rural,,,,,,
28015,"""Carroll, (MS)""",,Rural,,,,,,
28017,"""Chickasaw, (MS)""",,Rural,,,,,,
28019,"""Choctaw, (MS)""",,Rural,,,,,,
28025,"""Clay, (MS)""",,Rural,,,,,,
28027,"""Coahoma, (MS)""",,Rural,,,,,,
28033,"""DeSoto, (MS)""",,Suburban,,,,,,
28043,"""Grenada, (MS)""",,Rural,,,,,,
28049,"""Hinds, (MS)""",,Small City,,,,,,
28051,"""Holmes, (MS)""",,Rural,,,,,,
28053,"""Humphreys, (MS)""",,Rural,,,,,,
28055,"""Issaquena, (MS)""",,Rural,,,,,,
28057,"""Itawamba, (MS)""",,Rural,,,,,,
28069,"""Kemper, (MS)""",,Rural,,,,,,
28071,"""Lafayette, (MS)""",,Rural,,,,,,
28075,"""Lauderdale, (MS)""",,Rural,,,,,,
28079,"""Leake, (MS)""",,Rural,,,,,,
28081,"""Lee, (MS)""",,Rural,,,,,,
28083,"""Leflore, (MS)""",,Rural,,,,,,
28087,"""Lowndes, (MS)""",,Rural,,,,,,
28089,"""Madison, (MS)""",,Small City,,,,,,
28093,"""Marshall, (MS)""",,Suburban,,,,,,
28095,"""Monroe, (MS)""",,Rural,,,,,,
28097,"""Montgomery, (MS)""",,Rural,,,,,,
28099,"""Neshoba, (MS)""",,Rural,,,,,,
28101,"""Newton, (MS)""",,Rural,,,,,,
28103,"""Noxubee, (MS)""",,Rural,,,,,,
28105,"""Oktibbeha, (MS)""",,Rural,,,,,,
28107,"""Panola, (MS)""",,Rural,,,,,,
28115,"""Pontotoc, (MS)""",,Rural,,,,,,
28117,"""Prentiss, (MS)""",,Rural,,,,,,
28119,"""Quitman, (MS)""",,Rural,,,,,,
28121,"""Rankin, (MS)""",,Small City,,,,,,
28123,"""Scott, (MS)""",,Rural,,,,,,
28125,"""Sharkey, (MS)""",,Rural,,,,,,
28133,"""Sunflower, (MS)""",,Rural,,,,,,
28135,"""Tallahatchie, (MS)""",,Rural,,,,,,
28137,"""Tate, (MS)""",,Suburban,,,,,,
28139,"""Tippah, (MS)""",,Rural,,,,,,
28141,"""Tishomingo, (MS)""",,Rural,,,,,,
28143,"""Tunica, (MS)""",,Suburban,,,,,,
28145,"""Union, (MS)""",,Rural,,,,,,
28149,"""Warren, (MS)""",,Rural,,,,,,
28151,"""Washington, (MS)""",,Rural,,,,,,
28155,"""Webster, (MS)""",,Rural,,,,,,
28159,"""Winston, (MS)""",,Rural,,,,,,
28161,"""Yalobusha, (MS)""",,Rural,,,,,,
28163,"""Yazoo, (MS)""",,Small City,,,,,,
29015,"""Benton, (MO)""",,Rural,,,,,,
29017,"""Bollinger, (MO)""",,Small City,,,,,,
29023,"""Butler, (MO)""",,Rural,,,,,,
29029,"""Camden, (MO)""",,Rural,,,,,,
29031,"""Cape Girardeau, (MO)""",,Small City,,,,,,
29035,"""Carter, (MO)""",,Rural,,,,,,
29043,"""Christian, (MO)""",,Small City,,,,,,
29055,"""Crawford, (MO)""",,Rural,,,,,,
29059,"""Dallas, (MO)""",,Small City,,,,,,
29065,"""Dent, (MO)""",,Rural,,,,,,
29067,"""Douglas, (MO)""",,Rural,,,,,,
29069,"""Dunklin, (MO)""",,Rural,,,,,,
29077,"""Greene, (MO)""",,Small City,,,,,,
29085,"""Hickory, (MO)""",,Rural,,,,,,
29091,"""Howell, (MO)""",,Rural,,,,,,
29093,"""Iron, (MO)""",,Rural,,,,,,
29099,"""Jefferson, (MO)""",,Suburban,,,,,,
29105,"""Laclede, (MO)""",,Rural,,,,,,
29123,"""Madison, (MO)""",,Rural,,,,,,
29125,"""Maries, (MO)""",,Rural,,,,,,
29131,"""Miller, (MO)""",,Rural,,,,,,
29133,"""Mississippi, (MO)""",,Rural,,,,,,
29143,"""New Madrid, (MO)""",,Rural,,,,,,
29149,"""Oregon, (MO)""",,Rural,,,,,,
29153,"""Ozark, (MO)""",,Rural,,,,,,
29155,"""Pemiscot, (MO)""",,Rural,,,,,,
29157,"""Perry, (MO)""",,Rural,,,,,,
29161,"""Phelps, (MO)""",,Rural,,,,,,
29167,"""Polk, (MO)""",,Small City,,,,,,
29169,"""Pulaski, (MO)""",,Rural,,,,,,
29179,"""Reynolds, (MO)""",,Rural,,,,,,
29181,"""Ripley, (MO)""",,Rural,,,,,,
29186,"""Ste. Genevieve, (MO)""",,Rural,,,,,,
29187,"""St. Francois, (MO)""",,Rural,,,,,,
29201,"""Scott, (MO)""",,Rural,,,,,,
29203,"""Shannon, (MO)""",,Rural,,,,,,
29207,"""Stoddard, (MO)""",,Rural,,,,,,
29209,"""Stone, (MO)""",,Rural,,,,,,
29213,"""Taney, (MO)""",,Rural,,,,,,
29215,"""Texas, (MO)""",,Rural,,,,,,
29221,"""Washington, (MO)""",,Rural,,,,,,
29223,"""Wayne, (MO)""",,Rural,,,,,,
29225,"""Webster, (MO)""",,Small City,,,,,,
29229,"""Wright, (MO)""",,Rural,,,,,,
47005,"""Benton, (TN)""",,Rural,,,,,,
47017,"""Carroll, (TN)""",,Rural,,,,,,
47023,"""Chester, (TN)""",,Small City,,,,,,
47033,"""Crockett, (TN)""",,Small City,,,,,,
47039,"""Decatur, (TN)""",,Rural,,,,,,
47043,"""Dickson, (TN)""",,Suburban,,,,,,
47045,"""Dyer, (TN)""",,Rural,,,,,,
47047,"""Fayette, (TN)""",,Suburban,,,,,,
47053,"""Gibson, (TN)""",,Rural,,,,,,
47069,"""Hardeman, (TN)""",,Rural,,,,,,
47071,"""Hardin, (TN)""",,Rural,,,,,,
47075,"""Haywood, (TN)""",,Rural,,,,,,
47077,"""Henderson, (TN)""",,Rural,,,,,,
47079,"""Henry, (TN)""",,Rural,,,,,,
47081,"""Hickman, (TN)""",,Suburban,,,,,,
47083,"""Houston, (TN)""",,Rural,,,,,,
47085,"""Humphreys, (TN)""",,Rural,,,,,,
47095,"""Lake, (TN)""",,Rural,,,,,,
47097,"""Lauderdale, (TN)""",,Rural,,,,,,
47099,"""Lawrence, (TN)""",,Rural,,,,,,
47101,"""Lewis, (TN)""",,Rural,,,,,,
47109,"""McNairy, (TN)""",,Rural,,,,,,
47113,"""Madison, (TN)""",,Small City,,,,,,
47125,"""Montgomery, (TN)""",,Small City,,,,,,
47131,"""Obion, (TN)""",,Rural,,,,,,
47135,"""Perry, (TN)""",,Rural,,,,,,
47157,"""Shelby, (TN)""",,Urban,,,,,,
47161,"""Stewart, (TN)""",,Rural,,,,,,
47167,"""Tipton, (TN)""",,Suburban,,,,,,
47181,"""Wayne, (TN)""",,Rural,,,,,,
47183,"""Weakley, (TN)""",,Rural,,,,,,
17001,"""Adams, (IL)""",,Rural,,,,,,
17005,"""Bond, (IL)""",,Suburban,,,,,,
17007,"""Boone, (IL)""",,Small City,,,,,,
17009,"""Brown, (IL)""",,Rural,,,,,,
17011,"""Bureau, (IL)""",,Rural,,,,,,
17013,"""Calhoun, (IL)""",,Suburban,,,,,,
17015,"""Carroll, (IL)""",,Rural,,,,,,
17017,"""Cass, (IL)""",,Rural,,,,,,
17019,"""Champaign, (IL)""",,Small City,,,,,,
17021,"""Christian, (IL)""",,Rural,,,,,,
17023,"""Clark, (IL)""",,Rural,,,,,,
17025,"""Clay, (IL)""",,Rural,,,,,,
17027,"""Clinton, (IL)""",,Suburban,,,,,,
17029,"""Coles, (IL)""",,Rural,,,,,,
17031,"""Cook, (IL)""",,Urban,,,,,,
17033,"""Crawford, (IL)""",,Rural,,,,,,
17035,"""Cumberland, (IL)""",,Rural,,,,,,
17037,"""DeKalb, (IL)""",,Suburban,,,,,,
17039,"""De Witt, (IL)""",,Small City,,,,,,
17041,"""Douglas, (IL)""",,Rural,,,,,,
17043,"""DuPage, (IL)""",,Suburban,,,,,,
17045,"""Edgar, (IL)""",,Rural,,,,,,
17047,"""Edwards, (IL)""",,Rural,,,,,,
17049,"""Effingham, (IL)""",,Rural,,,,,,
17051,"""Fayette, (IL)""",,Rural,,,,,,
17053,"""Ford, (IL)""",,Small City,,,,,,
17057,"""Fulton, (IL)""",,Rural,,,,,,
17061,"""Greene, (IL)""",,Rural,,,,,,
17063,"""Grundy, (IL)""",,Suburban,,,,,,
17067,"""Hancock, (IL)""",,Rural,,,,,,
17071,"""Henderson, (IL)""",,Rural,,,,,,
17073,"""Henry, (IL)""",,Small City,,,,,,
17075,"""Iroquois, (IL)""",,Rural,,,,,,
17079,"""Jasper, (IL)""",,Rural,,,,,,
17083,"""Jersey, (IL)""",,Suburban,,,,,,
17085,"""Jo Daviess, (IL)""",,Rural,,,,,,
17089,"""Kane, (IL)""",,Suburban,,,,,,
17091,"""Kankakee, (IL)""",,Small City,,,,,,
17093,"""Kendall, (IL)""",,Suburban,,,,,,
17095,"""Knox, (IL)""",,Rural,,,,,,
17097,"""Lake, (IL)""",,Suburban,,,,,,
17099,"""LaSalle, (IL)""",,Rural,,,,,,
17101,"""Lawrence, (IL)""",,Rural,,,,,,
17103,"""Lee, (IL)""",,Rural,,,,,,
17105,"""Livingston, (IL)""",,Rural,,,,,,
17107,"""Logan, (IL)""",,Rural,,,,,,
17109,"""McDonough, (IL)""",,Rural,,,,,,
17111,"""McHenry, (IL)""",,Suburban,,,,,,
17113,"""McLean, (IL)""",,Small City,,,,,,
17115,"""Macon, (IL)""",,Small City,,,,,,
17117,"""Macoupin, (IL)""",,Suburban,,,,,,
17119,"""Madison, (IL)""",,Suburban,,,,,,
17121,"""Marion, (IL)""",,Rural,,,,,,
17123,"""Marshall, (IL)""",,Small City,,,,,,
17125,"""Mason, (IL)""",,Rural,,,,,,
17129,"""Menard, (IL)""",,Small City,,,,,,
17131,"""Mercer, (IL)""",,Small City,,,,,,
17135,"""Montgomery, (IL)""",,Rural,,,,,,
17137,"""Morgan, (IL)""",,Rural,,,,,,
17139,"""Moultrie, (IL)""",,Rural,,,,,,
17141,"""Ogle, (IL)""",,Rural,,,,,,
17143,"""Peoria, (IL)""",,Small City,,,,,,
17147,"""Piatt, (IL)""",,Small City,,,,,,
17149,"""Pike, (IL)""",,Rural,,,,,,
17155,"""Putnam, (IL)""",,Rural,,,,,,
17159,"""Richland, (IL)""",,Rural,,,,,,
17161,"""Rock Island, (IL)""",,Small City,,,,,,
17163,"""St. Clair, (IL)""",,Suburban,,,,,,
17167,"""Sangamon, (IL)""",,Small City,,,,,,
17169,"""Schuyler, (IL)""",,Rural,,,,,,
17171,"""Scott, (IL)""",,Rural,,,,,,
17173,"""Shelby, (IL)""",,Rural,,,,,,
17175,"""Stark, (IL)""",,Small City,,,,,,
17177,"""Stephenson, (IL)""",,Rural,,,,,,
17179,"""Tazewell, (IL)""",,Small City,,,,,,
17183,"""Vermilion, (IL)""",,Small City,,,,,,
17185,"""Wabash, (IL)""",,Rural,,,,,,
17187,"""Warren, (IL)""",,Rural,,,,,,
17191,"""Wayne, (IL)""",,Rural,,,,,,
17195,"""Whiteside, (IL)""",,Rural,,,,,,
17197,"""Will, (IL)""",,Suburban,,,,,,
17201,"""Winnebago, (IL)""",,Small City,,,,,,
17203,"""Woodford, (IL)""",,Small City,,,,,,
18007,"""Benton, (IN)""",,Small City,,,,,,
18045,"""Fountain, (IN)""",,Rural,,,,,,
18083,"""Knox, (IN)""",,Rural,,,,,,
18089,"""Lake, (IN)""",,Suburban,,,,,,
18111,"""Newton, (IN)""",,Suburban,,,,,,
18121,"""Parke, (IN)""",,Rural,,,,,,
18125,"""Pike, (IN)""",,Rural,,,,,,
18153,"""Sullivan, (IN)""",,Small City,,,,,,
18165,"""Vermillion, (IN)""",,Small City,,,,,,
18167,"""Vigo, (IN)""",,Small City,,,,,,
18171,"""Warren, (IN)""",,Rural,,,,,,
19005,"""Allamakee, (IA)""",,Rural,,,,,,
19007,"""Appanoose, (IA)""",,Rural,,,,,,
19011,"""Benton, (IA)""",,Small City,,,,,,
19013,"""Black Hawk, (IA)""",,Small City,,,,,,
19017,"""Bremer, (IA)""",,Small City,,,,,,
19019,"""Buchanan, (IA)""",,Rural,,,,,,
19023,"""Butler, (IA)""",,Rural,,,,,,
19031,"""Cedar, (IA)""",,Rural,,,,,,
19033,"""Cerro Gordo, (IA)""",,Rural,,,,,,
19037,"""Chickasaw, (IA)""",,Rural,,,,,,
19043,"""Clayton, (IA)""",,Rural,,,,,,
19045,"""Clinton, (IA)""",,Rural,,,,,,
19051,"""Davis, (IA)""",,Rural,,,,,,
19055,"""Delaware, (IA)""",,Rural,,,,,,
19057,"""Des Moines, (IA)""",,Rural,,,,,,
19061,"""Dubuque, (IA)""",,Small City,,,,,,
19065,"""Fayette, (IA)""",,Rural,,,,,,
19067,"""Floyd, (IA)""",,Rural,,,,,,
19069,"""Franklin, (IA)""",,Rural,,,,,,
19075,"""Grundy, (IA)""",,Small City,,,,,,
19083,"""Hardin, (IA)""",,Rural,,,,,,
19087,"""Henry, (IA)""",,Rural,,,,,,
19089,"""Howard, (IA)""",,Rural,,,,,,
19095,"""Iowa, (IA)""",,Rural,,,,,,
19097,"""Jackson, (IA)""",,Rural,,,,,,
19099,"""Jasper, (IA)""",,Rural,,,,,,
19101,"""Jefferson, (IA)""",,Rural,,,,,,
19103,"""Johnson, (IA)""",,Small City,,,,,,
19105,"""Jones, (IA)""",,Small City,,,,,,
19107,"""Keokuk, (IA)""",,Rural,,,,,,
19111,"""Lee, (IA)""",,Rural,,,,,,
19113,"""Linn, (IA)""",,Small City,,,,,,
19115,"""Louisa, (IA)""",,Rural,,,,,,
19117,"""Lucas, (IA)""",,Rural,,,,,,
19123,"""Mahaska, (IA)""",,Rural,,,,,,
19125,"""Marion, (IA)""",,Rural,,,,,,
19127,"""Marshall, (IA)""",,Rural,,,,,,
19131,"""Mitchell, (IA)""",,Rural,,,,,,
19135,"""Monroe, (IA)""",,Rural,,,,,,
19139,"""Muscatine, (IA)""",,Rural,,,,,,
19153,"""Polk, (IA)""",,Small City,,,,,,
19157,"""Poweshiek, (IA)""",,Rural,,,,,,
19163,"""Scott, (IA)""",,Small City,,,,,,
19169,"""Story, (IA)""",,Small City,,,,,,
19171,"""Tama, (IA)""",,Rural,,,,,,
19177,"""Van Buren, (IA)""",,Rural,,,,,,
19179,"""Wapello, (IA)""",,Rural,,,,,,
19181,"""Warren, (IA)""",,Small City,,,,,,
19183,"""Washington, (IA)""",,Small City,,,,,,
19185,"""Wayne, (IA)""",,Rural,,,,,,
19191,"""Winneshiek, (IA)""",,Rural,,,,,,
19195,"""Worth, (IA)""",,Rural,,,,,,
27039,"""Dodge, (MN)""",,Small City,,,,,,
27045,"""Fillmore, (MN)""",,Small City,,,,,,
27047,"""Freeborn, (MN)""",,Rural,,,,,,
27049,"""Goodhue, (MN)""",,Rural,,,,,,
27055,"""Houston, (MN)""",,Small City,,,,,,
27099,"""Mower, (MN)""",,Rural,,,,,,
27109,"""Olmsted, (MN)""",,Small City,,,,,,
27131,"""Rice, (MN)""",,Rural,,,,,,
27147,"""Steele, (MN)""",,Rural,,,,,,
27157,"""Wabasha, (MN)""",,Small City,,,,,,
27161,"""Waseca, (MN)""",,Rural,,,,,,
27169,"""Winona, (MN)""",,Rural,,,,,,
29001,"""Adair, (MO)""",,Rural,,,,,,
29007,"""Audrain, (MO)""",,Rural,,,,,,
29019,"""Boone, (MO)""",,Small City,,,,,,
29027,"""Callaway, (MO)""",,Small City,,,,,,
29033,"""Carroll, (MO)""",,Rural,,,,,,
29041,"""Chariton, (MO)""",,Rural,,,,,,
29045,"""Clark, (MO)""",,Rural,,,,,,
29051,"""Cole, (MO)""",,Small City,,,,,,
29053,"""Cooper, (MO)""",,Rural,,,,,,
29071,"""Franklin, (MO)""",,Suburban,,,,,,
29073,"""Gasconade, (MO)""",,Rural,,,,,,
29079,"""Grundy, (MO)""",,Rural,,,,,,
29089,"""Howard, (MO)""",,Rural,,,,,,
29103,"""Knox, (MO)""",,Rural,,,,,,
29111,"""Lewis, (MO)""",,Rural,,,,,,
29113,"""Lincoln, (MO)""",,Suburban,,,,,,
29115,"""Linn, (MO)""",,Rural,,,,,,
29117,"""Livingston, (MO)""",,Rural,,,,,,
29121,"""Macon, (MO)""",,Rural,,,,,,
29127,"""Marion, (MO)""",,Rural,,,,,,
29129,"""Mercer, (MO)""",,Rural,,,,,,
29135,"""Moniteau, (MO)""",,Small City,,,,,,
29137,"""Monroe, (MO)""",,Rural,,,,,,
29139,"""Montgomery, (MO)""",,Rural,,,,,,
29141,"""Morgan, (MO)""",,Rural,,,,,,
29151,"""Osage, (MO)""",,Small City,,,,,,
29159,"""Pettis, (MO)""",,Rural,,,,,,
29163,"""Pike, (MO)""",,Rural,,,,,,
29171,"""Putnam, (MO)""",,Rural,,,,,,
29173,"""Ralls, (MO)""",,Rural,,,,,,
29175,"""Randolph, (MO)""",,Rural,,,,,,
29183,"""St. Charles, (MO)""",,Suburban,,,,,,
29189,"""St. Louis County, (MO)""",,Suburban,,,,,,
29195,"""Saline, (MO)""",,Rural,,,,,,
29197,"""Schuyler, (MO)""",,Rural,,,,,,
29199,"""Scotland, (MO)""",,Rural,,,,,,
29205,"""Shelby, (MO)""",,Rural,,,,,,
29211,"""Sullivan, (MO)""",,Rural,,,,,,
29219,"""Warren, (MO)""",,Suburban,,,,,,
29510,"""St. Louis City, (MO)""",,Urban,,,,,,
55001,"""Adams, (WI)""",,Rural,,,,,,
55009,"""Brown, (WI)""",,Small City,,,,,,
55011,"""Buffalo, (WI)""",,Rural,,,,,,
55015,"""Calumet, (WI)""",,Small City,,,,,,
55021,"""Columbia, (WI)""",,Small City,,,,,,
55023,"""Crawford, (WI)""",,Rural,,,,,,
55025,"""Dane, (WI)""",,Small City,,,,,,
55027,"""Dodge, (WI)""",,Rural,,,,,,
55039,"""Fond du Lac, (WI)""",,Small City,,,,,,
55043,"""Grant, (WI)""",,Rural,,,,,,
55045,"""Green, (WI)""",,Small City,,,,,,
55047,"""Green Lake, (WI)""",,Rural,,,,,,
55049,"""Iowa, (WI)""",,Small City,,,,,,
55053,"""Jackson, (WI)""",,Rural,,,,,,
55055,"""Jefferson, (WI)""",,Rural,,,,,,
55057,"""Juneau, (WI)""",,Rural,,,,,,
55059,"""Kenosha, (WI)""",,Suburban,,,,,,
55061,"""Kewaunee, (WI)""",,Small City,,,,,,
55063,"""La Crosse, (WI)""",,Small City,,,,,,
55065,"""Lafayette, (WI)""",,Rural,,,,,,
55071,"""Manitowoc, (WI)""",,Rural,,,,,,
55077,"""Marquette, (WI)""",,Rural,,,,,,
55079,"""Milwaukee, (WI)""",,Urban,,,,,,
55081,"""Monroe, (WI)""",,Rural,,,,,,
55087,"""Outagamie, (WI)""",,Small City,,,,,,
55089,"""Ozaukee, (WI)""",,Suburban,,,,,,
55091,"""Pepin, (WI)""",,Rural,,,,,,
55097,"""Portage, (WI)""",,Rural,,,,,,
55101,"""Racine, (WI)""",,Small City,,,,,,
55103,"""Richland, (WI)""",,Rural,,,,,,
55105,"""Rock, (WI)""",,Small City,,,,,,
55111,"""Sauk, (WI)""",,Rural,,,,,,
55117,"""Sheboygan, (WI)""",,Small City,,,,,,
55121,"""Trempealeau, (WI)""",,Rural,,,,,,
55123,"""Vernon, (WI)""",,Rural,,,,,,
55127,"""Walworth, (WI)""",,Rural,,,,,,
55131,"""Washington, (WI)""",,Suburban,,,,,,
55133,"""Waukesha, (WI)""",,Suburban,,,,,,
55135,"""Waupaca, (WI)""",,Rural,,,,,,
55137,"""Waushara, (WI)""",,Rural,,,,,,
55139,"""Winnebago, (WI)""",,Small City,,,,,,
55141,"""Wood, (WI)""",,Rural,,,,,,
1001,"""Autauga, (AL)""",,Small City,,,,,,
1009,"""Blount, (AL)""",,Suburban,,,,,,
1015,"""Calhoun, (AL)""",,Small City,,,,,,
1017,"""Chambers, (AL)""",,Rural,,,,,,
1019,"""Cherokee, (AL)""",,Rural,,,,,,
1021,"""Chilton, (AL)""",,Suburban,,,,,,
1027,"""Clay, (AL)""",,Rural,,,,,,
1029,"""Cleburne, (AL)""",,Rural,,,,,,
1037,"""Coosa, (AL)""",,Rural,,,,,,
1043,"""Cullman, (AL)""",,Rural,,,,,,
1047,"""Dallas, (AL)""",,Rural,,,,,,
1049,"""DeKalb, (AL)""",,Rural,,,,,,
1051,"""Elmore, (AL)""",,Small City,,,,,,
1055,"""Etowah, (AL)""",,Small City,,,,,,
1071,"""Jackson, (AL)""",,Rural,,,,,,
1073,"""Jefferson, (AL)""",,Urban,,,,,,
1081,"""Lee, (AL)""",,Small City,,,,,,
1083,"""Limestone, (AL)""",,Small City,,,,,,
1085,"""Lowndes, (AL)""",,Small City,,,,,,
1087,"""Macon, (AL)""",,Rural,,,,,,
1089,"""Madison, (AL)""",,Small City,,,,,,
1095,"""Marshall, (AL)""",,Rural,,,,,,
1101,"""Montgomery, (AL)""",,Small City,,,,,,
1103,"""Morgan, (AL)""",,Small City,,,,,,
1111,"""Randolph, (AL)""",,Rural,,,,,,
1113,"""Russell, (AL)""",,Small City,,,,,,
1115,"""St. Clair, (AL)""",,Suburban,,,,,,
1117,"""Shelby, (AL)""",,Suburban,,,,,,
1121,"""Talladega, (AL)""",,Rural,,,,,,
1123,"""Tallapoosa, (AL)""",,Rural,,,,,,
13015,"""Bartow, (GA)""",,Suburban,,,,,,
13035,"""Butts, (GA)""",,Suburban,,,,,,
13045,"""Carroll, (GA)""",,Suburban,,,,,,
13047,"""Catoosa, (GA)""",,Small City,,,,,,
13053,"""Chattahoochee, (GA)""",,Small City,,,,,,
13055,"""Chattooga, (GA)""",,Rural,,,,,,
13057,"""Cherokee, (GA)""",,Suburban,,,,,,
13063,"""Clayton, (GA)""",,Suburban,,,,,,
13067,"""Cobb, (GA)""",,Suburban,,,,,,
13077,"""Coweta, (GA)""",,Suburban,,,,,,
13079,"""Crawford, (GA)""",,Small City,,,,,,
13083,"""Dade, (GA)""",,Small City,,,,,,
13085,"""Dawson, (GA)""",,Suburban,,,,,,
13089,"""DeKalb, (GA)""",,Suburban,,,,,,
13097,"""Douglas, (GA)""",,Suburban,,,,,,
13111,"""Fannin, (GA)""",,Rural,,,,,,
13113,"""Fayette, (GA)""",,Suburban,,,,,,
13115,"""Floyd, (GA)""",,Small City,,,,,,
13117,"""Forsyth, (GA)""",,Suburban,,,,,,
13121,"""Fulton, (GA)""",,Urban,,,,,,
13123,"""Gilmer, (GA)""",,Rural,,,,,,
13129,"""Gordon, (GA)""",,Rural,,,,,,
13135,"""Gwinnett, (GA)""",,Suburban,,,,,,
13143,"""Haralson, (GA)""",,Suburban,,,,,,
13145,"""Harris, (GA)""",,Small City,,,,,,
13149,"""Heard, (GA)""",,Suburban,,,,,,
13151,"""Henry, (GA)""",,Suburban,,,,,,
13171,"""Lamar, (GA)""",,Suburban,,,,,,
13187,"""Lumpkin, (GA)""",,Rural,,,,,,
13193,"""Macon, (GA)""",,Rural,,,,,,
13197,"""Marion, (GA)""",,Small City,,,,,,
13199,"""Meriwether, (GA)""",,Suburban,,,,,,
13207,"""Monroe, (GA)""",,Small City,,,,,,
13213,"""Murray, (GA)""",,Small City,,,,,,
13215,"""Muscogee, (GA)""",,Small City,,,,,,
13223,"""Paulding, (GA)""",,Suburban,,,,,,
13227,"""Pickens, (GA)""",,Suburban,,,,,,
13231,"""Pike, (GA)""",,Suburban,,,,,,
13233,"""Polk, (GA)""",,Rural,,,,,,
13247,"""Rockdale, (GA)""",,Suburban,,,,,,
13249,"""Schley, (GA)""",,Rural,,,,,,
13255,"""Spalding, (GA)""",,Suburban,,,,,,
13263,"""Talbot, (GA)""",,Rural,,,,,,
13269,"""Taylor, (GA)""",,Rural,,,,,,
13285,"""Troup, (GA)""",,Rural,,,,,,
13291,"""Union, (GA)""",,Rural,,,,,,
13293,"""Upson, (GA)""",,Rural,,,,,,
13295,"""Walker, (GA)""",,Small City,,,,,,
13313,"""Whitfield, (GA)""",,Small City,,,,,,
18025,"""Crawford, (IN)""",,Rural,,,,,,
18037,"""Dubois, (IN)""",,Rural,,,,,,
18043,"""Floyd, (IN)""",,Suburban,,,,,,
18061,"""Harrison, (IN)""",,Suburban,,,,,,
18123,"""Perry, (IN)""",,Rural,,,,,,
18147,"""Spencer, (IN)""",,Rural,,,,,,
