cnty_fips,display_name,,Urban-Rural Status,,,,,,
19091,"""Humboldt, (IA)""",,Rural,,,,,,
19093,"""Ida, (IA)""",,Rural,,,,,,
19109,"""Kossuth, (IA)""",,Rural,,,,,,
19119,"""Lyon, (IA)""",,Rural,,,,,,
19121,"""Madison, (IA)""",,Small City,,,,,,
19129,"""Mills, (IA)""",,Small City,,,,,,
19133,"""Monona, (IA)""",,Rural,,,,,,
19137,"""Montgomery, (IA)""",,Rural,,,,,,
19141,"""O'Brien, (IA)""",,Rural,,,,,,
19143,"""Osceola, (IA)""",,Rural,,,,,,
19145,"""Page, (IA)""",,Rural,,,,,,
19147,"""Palo Alto, (IA)""",,Rural,,,,,,
19149,"""Plymouth, (IA)""",,Small City,,,,,,
19151,"""Pocahontas, (IA)""",,Rural,,,,,,
19155,"""Pottawattamie, (IA)""",,Small City,,,,,,
19159,"""Ringgold, (IA)""",,Rural,,,,,,
19161,"""Sac, (IA)""",,Rural,,,,,,
19165,"""Shelby, (IA)""",,Rural,,,,,,
19167,"""Sioux, (IA)""",,Rural,,,,,,
19173,"""Taylor, (IA)""",,Rural,,,,,,
19175,"""Union, (IA)""",,Rural,,,,,,
19187,"""Webster, (IA)""",,Rural,,,,,,
19189,"""Winnebago, (IA)""",,Rural,,,,,,
19193,"""Woodbury, (IA)""",,Small City,,,,,,
19197,"""Wright, (IA)""",,Rural,,,,,,
20001,"""Allen, (KS)""",,Rural,,,,,,
20003,"""Anderson, (KS)""",,Rural,,,,,,
20005,"""Atchison, (KS)""",,Rural,,,,,,
20007,"""Barber, (KS)""",,Rural,,,,,,
20009,"""Barton, (KS)""",,Rural,,,,,,
20011,"""Bourbon, (KS)""",,Rural,,,,,,
20013,"""Brown, (KS)""",,Rural,,,,,,
20015,"""Butler, (KS)""",,Small City,,,,,,
20017,"""Chase, (KS)""",,Rural,,,,,,
20019,"""Chautauqua, (KS)""",,Rural,,,,,,
20021,"""Cherokee, (KS)""",,Rural,,,,,,
20023,"""Cheyenne, (KS)""",,Rural,,,,,,
20025,"""Clark, (KS)""",,Rural,,,,,,
20027,"""Clay, (KS)""",,Rural,,,,,,
20029,"""Cloud, (KS)""",,Rural,,,,,,
20031,"""Coffey, (KS)""",,Rural,,,,,,
20033,"""Comanche, (KS)""",,Rural,,,,,,
20035,"""Cowley, (KS)""",,Rural,,,,,,
20037,"""Crawford, (KS)""",,Rural,,,,,,
20039,"""Decatur, (KS)""",,Rural,,,,,,
20041,"""Dickinson, (KS)""",,Rural,,,,,,
20043,"""Doniphan, (KS)""",,Small City,,,,,,
20045,"""Douglas, (KS)""",,Small City,,,,,,
20047,"""Edwards, (KS)""",,Rural,,,,,,
20049,"""Elk, (KS)""",,Rural,,,,,,
20051,"""Ellis, (KS)""",,Rural,,,,,,
20053,"""Ellsworth, (KS)""",,Rural,,,,,,
20055,"""Finney, (KS)""",,Rural,,,,,,
20057,"""Ford, (KS)""",,Rural,,,,,,
20059,"""Franklin, (KS)""",,Rural,,,,,,
20061,"""Geary, (KS)""",,Rural,,,,,,
20063,"""Gove, (KS)""",,Rural,,,,,,
20065,"""Graham, (KS)""",,Rural,,,,,,
20067,"""Grant, (KS)""",,Rural,,,,,,
20069,"""Gray, (KS)""",,Rural,,,,,,
20071,"""Greeley, (KS)""",,Rural,,,,,,
20073,"""Greenwood, (KS)""",,Rural,,,,,,
20075,"""Hamilton, (KS)""",,Rural,,,,,,
20077,"""Harper, (KS)""",,Rural,,,,,,
20079,"""Harvey, (KS)""",,Small City,,,,,,
20081,"""Haskell, (KS)""",,Rural,,,,,,
20083,"""Hodgeman, (KS)""",,Rural,,,,,,
20085,"""Jackson, (KS)""",,Small City,,,,,,
20087,"""Jefferson, (KS)""",,Small City,,,,,,
20089,"""Jewell, (KS)""",,Rural,,,,,,
20091,"""Johnson, (KS)""",,Suburban,,,,,,
20093,"""Kearny, (KS)""",,Rural,,,,,,
20095,"""Kingman, (KS)""",,Small City,,,,,,
20097,"""Kiowa, (KS)""",,Rural,,,,,,
20099,"""Labette, (KS)""",,Rural,,,,,,
20101,"""Lane, (KS)""",,Rural,,,,,,
20103,"""Leavenworth, (KS)""",,Suburban,,,,,,
20105,"""Lincoln, (KS)""",,Rural,,,,,,
20107,"""Linn, (KS)""",,Suburban,,,,,,
20109,"""Logan, (KS)""",,Rural,,,,,,
20111,"""Lyon, (KS)""",,Rural,,,,,,
20113,"""McPherson, (KS)""",,Rural,,,,,,
20115,"""Marion, (KS)""",,Rural,,,,,,
20117,"""Marshall, (KS)""",,Rural,,,,,,
20119,"""Meade, (KS)""",,Rural,,,,,,
20121,"""Miami, (KS)""",,Suburban,,,,,,
20123,"""Mitchell, (KS)""",,Rural,,,,,,
20125,"""Montgomery, (KS)""",,Rural,,,,,,
20127,"""Morris, (KS)""",,Rural,,,,,,
20129,"""Morton, (KS)""",,Rural,,,,,,
20131,"""Nemaha, (KS)""",,Rural,,,,,,
20133,"""Neosho, (KS)""",,Rural,,,,,,
20135,"""Ness, (KS)""",,Rural,,,,,,
20137,"""Norton, (KS)""",,Rural,,,,,,
20139,"""Osage, (KS)""",,Small City,,,,,,
20141,"""Osborne, (KS)""",,Rural,,,,,,
20143,"""Ottawa, (KS)""",,Rural,,,,,,
20145,"""Pawnee, (KS)""",,Rural,,,,,,
20147,"""Phillips, (KS)""",,Rural,,,,,,
20149,"""Pottawatomie, (KS)""",,Small City,,,,,,
20151,"""Pratt, (KS)""",,Rural,,,,,,
20153,"""Rawlins, (KS)""",,Rural,,,,,,
20155,"""Reno, (KS)""",,Rural,,,,,,
20157,"""Republic, (KS)""",,Rural,,,,,,
20159,"""Rice, (KS)""",,Rural,,,,,,
20161,"""Riley, (KS)""",,Small City,,,,,,
20163,"""Rooks, (KS)""",,Rural,,,,,,
20165,"""Rush, (KS)""",,Rural,,,,,,
20167,"""Russell, (KS)""",,Rural,,,,,,
20169,"""Saline, (KS)""",,Rural,,,,,,
20171,"""Scott, (KS)""",,Rural,,,,,,
20173,"""Sedgwick, (KS)""",,Small City,,,,,,
20175,"""Seward, (KS)""",,Rural,,,,,,
20177,"""Shawnee, (KS)""",,Small City,,,,,,
20179,"""Sheridan, (KS)""",,Rural,,,,,,
20181,"""Sherman, (KS)""",,Rural,,,,,,
20183,"""Smith, (KS)""",,Rural,,,,,,
20185,"""Stafford, (KS)""",,Rural,,,,,,
20187,"""Stanton, (KS)""",,Rural,,,,,,
20189,"""Stevens, (KS)""",,Rural,,,,,,
20191,"""Sumner, (KS)""",,Small City,,,,,,
20193,"""Thomas, (KS)""",,Rural,,,,,,
20195,"""Trego, (KS)""",,Rural,,,,,,
20197,"""Wabaunsee, (KS)""",,Small City,,,,,,
20199,"""Wallace, (KS)""",,Rural,,,,,,
20201,"""Washington, (KS)""",,Rural,,,,,,
20203,"""Wichita, (KS)""",,Rural,,,,,,
20205,"""Wilson, (KS)""",,Rural,,,,,,
20207,"""Woodson, (KS)""",,Rural,,,,,,
20209,"""Wyandotte, (KS)""",,Suburban,,,,,,
22017,"""Caddo, (LA)""",,Small City,,,,,,
27013,"""Blue Earth, (MN)""",,Small City,,,,,,
27015,"""Brown, (MN)""",,Rural,,,,,,
27033,"""Cottonwood, (MN)""",,Rural,,,,,,
27043,"""Faribault, (MN)""",,Rural,,,,,,
27063,"""Jackson, (MN)""",,Rural,,,,,,
27079,"""Le Sueur, (MN)""",,Suburban,,,,,,
27081,"""Lincoln, (MN)""",,Rural,,,,,,
27083,"""Lyon, (MN)""",,Rural,,,,,,
27091,"""Martin, (MN)""",,Rural,,,,,,
27101,"""Murray, (MN)""",,Rural,,,,,,
27103,"""Nicollet, (MN)""",,Small City,,,,,,
27105,"""Nobles, (MN)""",,Rural,,,,,,
27117,"""Pipestone, (MN)""",,Rural,,,,,,
27127,"""Redwood, (MN)""",,Rural,,,,,,
27133,"""Rock, (MN)""",,Rural,,,,,,
27143,"""Sibley, (MN)""",,Suburban,,,,,,
27165,"""Watonwan, (MN)""",,Rural,,,,,,
29003,"""Andrew, (MO)""",,Small City,,,,,,
29005,"""Atchison, (MO)""",,Rural,,,,,,
29009,"""Barry, (MO)""",,Rural,,,,,,
29011,"""Barton, (MO)""",,Rural,,,,,,
29013,"""Bates, (MO)""",,Suburban,,,,,,
29021,"""Buchanan, (MO)""",,Small City,,,,,,
29025,"""Caldwell, (MO)""",,Suburban,,,,,,
29037,"""Cass, (MO)""",,Suburban,,,,,,
29039,"""Cedar, (MO)""",,Rural,,,,,,
29047,"""Clay, (MO)""",,Suburban,,,,,,
29049,"""Clinton, (MO)""",,Suburban,,,,,,
29057,"""Dade, (MO)""",,Rural,,,,,,
29061,"""Daviess, (MO)""",,Rural,,,,,,
29063,"""DeKalb, (MO)""",,Small City,,,,,,
29075,"""Gentry, (MO)""",,Rural,,,,,,
29081,"""Harrison, (MO)""",,Rural,,,,,,
29083,"""Henry, (MO)""",,Rural,,,,,,
29087,"""Holt, (MO)""",,Rural,,,,,,
29095,"""Jackson, (MO)""",,Urban,,,,,,
29097,"""Jasper, (MO)""",,Small City,,,,,,
29101,"""Johnson, (MO)""",,Rural,,,,,,
29107,"""Lafayette, (MO)""",,Suburban,,,,,,
29109,"""Lawrence, (MO)""",,Rural,,,,,,
29119,"""McDonald, (MO)""",,Small City,,,,,,
29145,"""Newton, (MO)""",,Small City,,,,,,
29147,"""Nodaway, (MO)""",,Rural,,,,,,
29165,"""Platte, (MO)""",,Suburban,,,,,,
29177,"""Ray, (MO)""",,Suburban,,,,,,
29185,"""St. Clair, (MO)""",,Rural,,,,,,
29217,"""Vernon, (MO)""",,Rural,,,,,,
29227,"""Worth, (MO)""",,Rural,,,,,,
31001,"""Adams, (NE)""",,Rural,,,,,,
31003,"""Antelope, (NE)""",,Rural,,,,,,
31005,"""Arthur, (NE)""",,Rural,,,,,,
31007,"""Banner, (NE)""",,Rural,,,,,,
31009,"""Blaine, (NE)""",,Rural,,,,,,
31011,"""Boone, (NE)""",,Rural,,,,,,
31013,"""Box Butte, (NE)""",,Rural,,,,,,
31015,"""Boyd, (NE)""",,Rural,,,,,,
31017,"""Brown, (NE)""",,Rural,,,,,,
31019,"""Buffalo, (NE)""",,Rural,,,,,,
31021,"""Burt, (NE)""",,Rural,,,,,,
31023,"""Butler, (NE)""",,Rural,,,,,,
31025,"""Cass, (NE)""",,Small City,,,,,,
31027,"""Cedar, (NE)""",,Rural,,,,,,
31029,"""Chase, (NE)""",,Rural,,,,,,
31031,"""Cherry, (NE)""",,Rural,,,,,,
31033,"""Cheyenne, (NE)""",,Rural,,,,,,
31035,"""Clay, (NE)""",,Rural,,,,,,
31037,"""Colfax, (NE)""",,Rural,,,,,,
31039,"""Cuming, (NE)""",,Rural,,,,,,
31041,"""Custer, (NE)""",,Rural,,,,,,
31043,"""Dakota, (NE)""",,Small City,,,,,,
31045,"""Dawes, (NE)""",,Rural,,,,,,
31047,"""Dawson, (NE)""",,Rural,,,,,,
31049,"""Deuel, (NE)""",,Rural,,,,,,
31051,"""Dixon, (NE)""",,Small City,,,,,,
31053,"""Dodge, (NE)""",,Rural,,,,,,
31055,"""Douglas, (NE)""",,Small City,,,,,,
31057,"""Dundy, (NE)""",,Rural,,,,,,
31059,"""Fillmore, (NE)""",,Rural,,,,,,
31061,"""Franklin, (NE)""",,Rural,,,,,,
31063,"""Frontier, (NE)""",,Rural,,,,,,
31065,"""Furnas, (NE)""",,Rural,,,,,,
31067,"""Gage, (NE)""",,Rural,,,,,,
31069,"""Garden, (NE)""",,Rural,,,,,,
31071,"""Garfield, (NE)""",,Rural,,,,,,
31073,"""Gosper, (NE)""",,Rural,,,,,,
31075,"""Grant, (NE)""",,Rural,,,,,,
31077,"""Greeley, (NE)""",,Rural,,,,,,
31079,"""Hall, (NE)""",,Small City,,,,,,
31081,"""Hamilton, (NE)""",,Small City,,,,,,
31083,"""Harlan, (NE)""",,Rural,,,,,,
31085,"""Hayes, (NE)""",,Rural,,,,,,
31087,"""Hitchcock, (NE)""",,Rural,,,,,,
31089,"""Holt, (NE)""",,Rural,,,,,,
31091,"""Hooker, (NE)""",,Rural,,,,,,
31093,"""Howard, (NE)""",,Small City,,,,,,
31095,"""Jefferson, (NE)""",,Rural,,,,,,
31097,"""Johnson, (NE)""",,Rural,,,,,,
31099,"""Kearney, (NE)""",,Rural,,,,,,
31101,"""Keith, (NE)""",,Rural,,,,,,
31103,"""Keya Paha, (NE)""",,Rural,,,,,,
31105,"""Kimball, (NE)""",,Rural,,,,,,
31107,"""Knox, (NE)""",,Rural,,,,,,
31109,"""Lancaster, (NE)""",,Small City,,,,,,
31111,"""Lincoln, (NE)""",,Rural,,,,,,
31113,"""Logan, (NE)""",,Rural,,,,,,
31115,"""Loup, (NE)""",,Rural,,,,,,
31117,"""McPherson, (NE)""",,Rural,,,,,,
31119,"""Madison, (NE)""",,Rural,,,,,,
31121,"""Merrick, (NE)""",,Small City,,,,,,
31123,"""Morrill, (NE)""",,Rural,,,,,,
31125,"""Nance, (NE)""",,Rural,,,,,,
31127,"""Nemaha, (NE)""",,Rural,,,,,,
31129,"""Nuckolls, (NE)""",,Rural,,,,,,
31131,"""Otoe, (NE)""",,Rural,,,,,,
31133,"""Pawnee, (NE)""",,Rural,,,,,,
31135,"""Perkins, (NE)""",,Rural,,,,,,
31137,"""Phelps, (NE)""",,Rural,,,,,,
31139,"""Pierce, (NE)""",,Rural,,,,,,
31141,"""Platte, (NE)""",,Rural,,,,,,
31143,"""Polk, (NE)""",,Rural,,,,,,
31145,"""Red Willow, (NE)""",,Rural,,,,,,
31147,"""Richardson, (NE)""",,Rural,,,,,,
31149,"""Rock, (NE)""",,Rural,,,,,,
31151,"""Saline, (NE)""",,Rural,,,,,,
31153,"""Sarpy, (NE)""",,Small City,,,,,,
31155,"""Saunders, (NE)""",,Small City,,,,,,
31157,"""Scotts Bluff, (NE)""",,Rural,,,,,,
31159,"""Seward, (NE)""",,Small City,,,,,,
31161,"""Sheridan, (NE)""",,Rural,,,,,,
31163,"""Sherman, (NE)""",,Rural,,,,,,
31165,"""Sioux, (NE)""",,Rural,,,,,,
31167,"""Stanton, (NE)""",,Rural,,,,,,
31169,"""Thayer, (NE)""",,Rural,,,,,,
31171,"""Thomas, (NE)""",,Rural,,,,,,
31173,"""Thurston, (NE)""",,Rural,,,,,,
31175,"""Valley, (NE)""",,Rural,,,,,,
31177,"""Washington, (NE)""",,Small City,,,,,,
31179,"""Wayne, (NE)""",,Rural,,,,,,
31181,"""Webster, (NE)""",,Rural,,,,,,
31183,"""Wheeler, (NE)""",,Rural,,,,,,
31185,"""York, (NE)""",,Rural,,,,,,
35001,"""Bernalillo, (NM)""",,Small City,,,,,,
35005,"""Chaves, (NM)""",,Rural,,,,,,
35007,"""Colfax, (NM)""",,Rural,,,,,,
35009,"""Curry, (NM)""",,Rural,,,,,,
35011,"""De Baca, (NM)""",,Rural,,,,,,
35015,"""Eddy, (NM)""",,Rural,,,,,,
35019,"""Guadalupe, (NM)""",,Rural,,,,,,
35021,"""Harding, (NM)""",,Rural,,,,,,
35025,"""Lea, (NM)""",,Rural,,,,,,
35027,"""Lincoln, (NM)""",,Rural,,,,,,
35028,"""Los Alamos, (NM)""",,Rural,,,,,,
35033,"""Mora, (NM)""",,Rural,,,,,,
35035,"""Otero, (NM)""",,Rural,,,,,,
35037,"""Quay, (NM)""",,Rural,,,,,,
35039,"""Rio Arriba, (NM)""",,Rural,,,,,,
35041,"""Roosevelt, (NM)""",,Rural,,,,,,
35047,"""San Miguel, (NM)""",,Rural,,,,,,
35049,"""Santa Fe, (NM)""",,Small City,,,,,,
35055,"""Taos, (NM)""",,Rural,,,,,,
35057,"""Torrance, (NM)""",,Small City,,,,,,
35059,"""Union, (NM)""",,Rural,,,,,,
40001,"""Adair, (OK)""",,Rural,,,,,,
40003,"""Alfalfa, (OK)""",,Rural,,,,,,
40005,"""Atoka, (OK)""",,Rural,,,,,,
40007,"""Beaver, (OK)""",,Rural,,,,,,
40009,"""Beckham, (OK)""",,Rural,,,,,,
40011,"""Blaine, (OK)""",,Rural,,,,,,
40013,"""Bryan, (OK)""",,Rural,,,,,,
40015,"""Caddo, (OK)""",,Rural,,,,,,
40017,"""Canadian, (OK)""",,Suburban,,,,,,
40019,"""Carter, (OK)""",,Rural,,,,,,
40021,"""Cherokee, (OK)""",,Rural,,,,,,
40023,"""Choctaw, (OK)""",,Rural,,,,,,
40025,"""Cimarron, (OK)""",,Rural,,,,,,
40027,"""Cleveland, (OK)""",,Suburban,,,,,,
40029,"""Coal, (OK)""",,Rural,,,,,,
40031,"""Comanche, (OK)""",,Small City,,,,,,
40033,"""Cotton, (OK)""",,Small City,,,,,,
40035,"""Craig, (OK)""",,Rural,,,,,,
40037,"""Creek, (OK)""",,Small City,,,,,,
40039,"""Custer, (OK)""",,Rural,,,,,,
40041,"""Delaware, (OK)""",,Rural,,,,,,
40043,"""Dewey, (OK)""",,Rural,,,,,,
40045,"""Ellis, (OK)""",,Rural,,,,,,
40047,"""Garfield, (OK)""",,Rural,,,,,,
40049,"""Garvin, (OK)""",,Rural,,,,,,
40051,"""Grady, (OK)""",,Suburban,,,,,,
40053,"""Grant, (OK)""",,Rural,,,,,,
40055,"""Greer, (OK)""",,Rural,,,,,,
40057,"""Harmon, (OK)""",,Rural,,,,,,
40059,"""Harper, (OK)""",,Rural,,,,,,
40061,"""Haskell, (OK)""",,Rural,,,,,,
40063,"""Hughes, (OK)""",,Rural,,,,,,
40065,"""Jackson, (OK)""",,Rural,,,,,,
40067,"""Jefferson, (OK)""",,Rural,,,,,,
40069,"""Johnston, (OK)""",,Rural,,,,,,
40071,"""Kay, (OK)""",,Rural,,,,,,
40073,"""Kingfisher, (OK)""",,Rural,,,,,,
40075,"""Kiowa, (OK)""",,Rural,,,,,,
40077,"""Latimer, (OK)""",,Rural,,,,,,
40079,"""Le Flore, (OK)""",,Small City,,,,,,
40081,"""Lincoln, (OK)""",,Suburban,,,,,,
40083,"""Logan, (OK)""",,Suburban,,,,,,
40085,"""Love, (OK)""",,Rural,,,,,,
40087,"""McClain, (OK)""",,Suburban,,,,,,
40089,"""McCurtain, (OK)""",,Rural,,,,,,
40091,"""McIntosh, (OK)""",,Rural,,,,,,
40093,"""Major, (OK)""",,Rural,,,,,,
40095,"""Marshall, (OK)""",,Rural,,,,,,
40097,"""Mayes, (OK)""",,Rural,,,,,,
40099,"""Murray, (OK)""",,Rural,,,,,,
40101,"""Muskogee, (OK)""",,Rural,,,,,,
40103,"""Noble, (OK)""",,Rural,,,,,,
40105,"""Nowata, (OK)""",,Rural,,,,,,
40107,"""Okfuskee, (OK)""",,Rural,,,,,,
40109,"""Oklahoma, (OK)""",,Urban,,,,,,
40111,"""Okmulgee, (OK)""",,Small City,,,,,,
40113,"""Osage, (OK)""",,Small City,,,,,,
40115,"""Ottawa, (OK)""",,Rural,,,,,,
40117,"""Pawnee, (OK)""",,Small City,,,,,,
40119,"""Payne, (OK)""",,Rural,,,,,,
40121,"""Pittsburg, (OK)""",,Rural,,,,,,
40123,"""Pontotoc, (OK)""",,Rural,,,,,,
40125,"""Pottawatomie, (OK)""",,Rural,,,,,,
40127,"""Pushmataha, (OK)""",,Rural,,,,,,
40129,"""Roger Mills, (OK)""",,Rural,,,,,,
40131,"""Rogers, (OK)""",,Small City,,,,,,
40133,"""Seminole, (OK)""",,Rural,,,,,,
40135,"""Sequoyah, (OK)""",,Small City,,,,,,
40137,"""Stephens, (OK)""",,Rural,,,,,,
40139,"""Texas, (OK)""",,Rural,,,,,,
40141,"""Tillman, (OK)""",,Rural,,,,,,
40143,"""Tulsa, (OK)""",,Small City,,,,,,
40145,"""Wagoner, (OK)""",,Small City,,,,,,
40147,"""Washington, (OK)""",,Rural,,,,,,
40149,"""Washita, (OK)""",,Rural,,,,,,
40151,"""Woods, (OK)""",,Rural,,,,,,
40153,"""Woodward, (OK)""",,Rural,,,,,,
46003,"""Aurora, (SD)""",,Rural,,,,,,
46005,"""Beadle, (SD)""",,Rural,,,,,,
46007,"""Bennett, (SD)""",,Rural,,,,,,
46009,"""Bon Homme, (SD)""",,Rural,,,,,,
46011,"""Brookings, (SD)""",,Rural,,,,,,
46015,"""Brule, (SD)""",,Rural,,,,,,
46017,"""Buffalo, (SD)""",,Rural,,,,,,
46023,"""Charles Mix, (SD)""",,Rural,,,,,,
46027,"""Clay, (SD)""",,Rural,,,,,,
46033,"""Custer, (SD)""",,Small City,,,,,,
46035,"""Davison, (SD)""",,Rural,,,,,,
46043,"""Douglas, (SD)""",,Rural,,,,,,
46047,"""Fall River, (SD)""",,Rural,,,,,,
46053,"""Gregory, (SD)""",,Rural,,,,,,
46055,"""Haakon, (SD)""",,Rural,,,,,,
46059,"""Hand, (SD)""",,Rural,,,,,,
46061,"""Hanson, (SD)""",,Rural,,,,,,
46065,"""Hughes, (SD)""",,Rural,,,,,,
46067,"""Hutchinson, (SD)""",,Rural,,,,,,
46069,"""Hyde, (SD)""",,Rural,,,,,,
46071,"""Jackson, (SD)""",,Rural,,,,,,
46073,"""Jerauld, (SD)""",,Rural,,,,,,
46075,"""Jones, (SD)""",,Rural,,,,,,
46077,"""Kingsbury, (SD)""",,Rural,,,,,,
46079,"""Lake, (SD)""",,Rural,,,,,,
46081,"""Lawrence, (SD)""",,Rural,,,,,,
46083,"""Lincoln, (SD)""",,Small City,,,,,,
46085,"""Lyman, (SD)""",,Rural,,,,,,
46087,"""McCook, (SD)""",,Small City,,,,,,
46093,"""Meade, (SD)""",,Small City,,,,,,
46095,"""Mellette, (SD)""",,Rural,,,,,,
46097,"""Miner, (SD)""",,Rural,,,,,,
46099,"""Minnehaha, (SD)""",,Small City,,,,,,
46101,"""Moody, (SD)""",,Rural,,,,,,
46103,"""Pennington, (SD)""",,Small City,,,,,,
46111,"""Sanborn, (SD)""",,Rural,,,,,,
46102,"""Oglala Lakota, (SD)""",,OTHER,,,,,,
46117,"""Stanley, (SD)""",,Rural,,,,,,
46121,"""Todd, (SD)""",,Rural,,,,,,
46123,"""Tripp, (SD)""",,Rural,,,,,,
46125,"""Turner, (SD)""",,Small City,,,,,,
46127,"""Union, (SD)""",,Small City,,,,,,
46135,"""Yankton, (SD)""",,Rural,,,,,,
48003,"""Andrews, (TX)""",,Rural,,,,,,
48009,"""Archer, (TX)""",,Small City,,,,,,
48011,"""Armstrong, (TX)""",,Small City,,,,,,
48017,"""Bailey, (TX)""",,Rural,,,,,,
48023,"""Baylor, (TX)""",,Rural,,,,,,
48033,"""Borden, (TX)""",,Rural,,,,,,
48037,"""Bowie, (TX)""",,Small City,,,,,,
48045,"""Briscoe, (TX)""",,Rural,,,,,,
48059,"""Callahan, (TX)""",,Small City,,,,,,
48063,"""Camp, (TX)""",,Rural,,,,,,
48065,"""Carson, (TX)""",,Small City,,,,,,
48067,"""Cass, (TX)""",,Rural,,,,,,
48069,"""Castro, (TX)""",,Rural,,,,,,
48075,"""Childress, (TX)""",,Rural,,,,,,
48077,"""Clay, (TX)""",,Small City,,,,,,
48079,"""Cochran, (TX)""",,Rural,,,,,,
48085,"""Collin, (TX)""",,Urban,,,,,,
48087,"""Collingsworth, (TX)""",,Rural,,,,,,
48097,"""Cooke, (TX)""",,Rural,,,,,,
48101,"""Cottle, (TX)""",,Rural,,,,,,
48107,"""Crosby, (TX)""",,Small City,,,,,,
48111,"""Dallam, (TX)""",,Rural,,,,,,
48113,"""Dallas, (TX)""",,Urban,,,,,,
48115,"""Dawson, (TX)""",,Rural,,,,,,
48117,"""Deaf Smith, (TX)""",,Rural,,,,,,
48119,"""Delta, (TX)""",,Rural,,,,,,
48121,"""Denton, (TX)""",,Suburban,,,,,,
48125,"""Dickens, (TX)""",,Rural,,,,,,
48129,"""Donley, (TX)""",,Rural,,,,,,
48133,"""Eastland, (TX)""",,Rural,,,,,,
48139,"""Ellis, (TX)""",,Suburban,,,,,,
48143,"""Erath, (TX)""",,Rural,,,,,,
48147,"""Fannin, (TX)""",,Rural,,,,,,
48151,"""Fisher, (TX)""",,Rural,,,,,,
48153,"""Floyd, (TX)""",,Rural,,,,,,
48155,"""Foard, (TX)""",,Rural,,,,,,
48159,"""Franklin, (TX)""",,Rural,,,,,,
48165,"""Gaines, (TX)""",,Rural,,,,,,
48169,"""Garza, (TX)""",,Rural,,,,,,
48179,"""Gray, (TX)""",,Rural,,,,,,
48181,"""Grayson, (TX)""",,Small City,,,,,,
48183,"""Gregg, (TX)""",,Small City,,,,,,
48189,"""Hale, (TX)""",,Rural,,,,,,
48191,"""Hall, (TX)""",,Rural,,,,,,
48195,"""Hansford, (TX)""",,Rural,,,,,,
48197,"""Hardeman, (TX)""",,Rural,,,,,,
48203,"""Harrison, (TX)""",,Rural,,,,,,
48205,"""Hartley, (TX)""",,Rural,,,,,,
48207,"""Haskell, (TX)""",,Rural,,,,,,
48211,"""Hemphill, (TX)""",,Rural,,,,,,
48213,"""Henderson, (TX)""",,Rural,,,,,,
48219,"""Hockley, (TX)""",,Rural,,,,,,
48221,"""Hood, (TX)""",,Suburban,,,,,,
48223,"""Hopkins, (TX)""",,Rural,,,,,,
48227,"""Howard, (TX)""",,Rural,,,,,,
48231,"""Hunt, (TX)""",,Suburban,,,,,,
48233,"""Hutchinson, (TX)""",,Rural,,,,,,
48237,"""Jack, (TX)""",,Rural,,,,,,
48251,"""Johnson, (TX)""",,Suburban,,,,,,
48253,"""Jones, (TX)""",,Small City,,,,,,
48257,"""Kaufman, (TX)""",,Suburban,,,,,,
48263,"""Kent, (TX)""",,Rural,,,,,,
48269,"""King, (TX)""",,Rural,,,,,,
48275,"""Knox, (TX)""",,Rural,,,,,,
48277,"""Lamar, (TX)""",,Rural,,,,,,
48279,"""Lamb, (TX)""",,Rural,,,,,,
48295,"""Lipscomb, (TX)""",,Rural,,,,,,
48303,"""Lubbock, (TX)""",,Small City,,,,,,
48305,"""Lynn, (TX)""",,Small City,,,,,,
48315,"""Marion, (TX)""",,Rural,,,,,,
48317,"""Martin, (TX)""",,Small City,,,,,,
48335,"""Mitchell, (TX)""",,Rural,,,,,,
48337,"""Montague, (TX)""",,Rural,,,,,,
48341,"""Moore, (TX)""",,Rural,,,,,,
48343,"""Morris, (TX)""",,Rural,,,,,,
48345,"""Motley, (TX)""",,Rural,,,,,,
48353,"""Nolan, (TX)""",,Rural,,,,,,
48357,"""Ochiltree, (TX)""",,Rural,,,,,,
48359,"""Oldham, (TX)""",,Small City,,,,,,
48363,"""Palo Pinto, (TX)""",,Rural,,,,,,
48365,"""Panola, (TX)""",,Rural,,,,,,
48367,"""Parker, (TX)""",,Suburban,,,,,,
48369,"""Parmer, (TX)""",,Rural,,,,,,
48375,"""Potter, (TX)""",,Small City,,,,,,
48379,"""Rains, (TX)""",,Rural,,,,,,
48381,"""Randall, (TX)""",,Small City,,,,,,
48387,"""Red River, (TX)""",,Rural,,,,,,
48393,"""Roberts, (TX)""",,Rural,,,,,,
48397,"""Rockwall, (TX)""",,Suburban,,,,,,
48401,"""Rusk, (TX)""",,Small City,,,,,,
48415,"""Scurry, (TX)""",,Rural,,,,,,
48417,"""Shackelford, (TX)""",,Rural,,,,,,
48421,"""Sherman, (TX)""",,Rural,,,,,,
48423,"""Smith, (TX)""",,Small City,,,,,,
48425,"""Somervell, (TX)""",,Suburban,,,,,,
48429,"""Stephens, (TX)""",,Rural,,,,,,
48433,"""Stonewall, (TX)""",,Rural,,,,,,
48437,"""Swisher, (TX)""",,Rural,,,,,,
48439,"""Tarrant, (TX)""",,Urban,,,,,,
48441,"""Taylor, (TX)""",,Small City,,,,,,
48445,"""Terry, (TX)""",,Rural,,,,,,
48447,"""Throckmorton, (TX)""",,Rural,,,,,,
48449,"""Titus, (TX)""",,Rural,,,,,,
